id,swedish,english,group,properties,aliases_sv,aliases_en,search_terms,notes_sv,notes_en,season_availability,typical_storage,typical_unit,price_category,avg_price_sek,carbon_footprint_category,status,created_date,updated_date,created_by,verified_by,ai_generated,export_ready
pickled-cucumber-swedish,smörgåsgurka,swedish pickled cucumber,other/condiment,"doesnt-freeze-well,processed",pressgurka,bread and butter pickles,smörgåsgurka;gurka,Smaksättare/sås. Förvaras kallt.,Condiment.,year-round,refrigerated,g,medium,70,low,draft,2025-12-13 00:00:00,2025-12-13 00:00:00,ai-batch,,1,0
pickling-spice,inläggningskrydda,pickling spice,spice/blend,"plant-based,vegan-friendly",ättikskrydda;gurkkrydda,pickling spices,inläggningskrydda inläggning gurka sill pickling,Till inlagd gurka och sill,For pickled cucumber and herring,year-round,ambient,g,premium,120,low,validated,2024-12-06 00:00:00,2024-12-06 00:00:00,ai-claude,,1,0
pike,gädda,pike,protein/seafood/fish,"animal-product,fish,needs-cooking,seafood",gäddfilé,pike fillet,gadda,Fisk. Förvaras kallt.,Fish.,autumn,refrigerated,g,premium,120,low,draft,2025-12-07 00:00:00,2025-12-07 00:00:00,ai-claude,,1,0
pine-nuts,pinjekärnor,pine nuts,other/nut-seed/tree-nut,"plant-based,tree-nut,vegan-friendly",pinjenötter;pinje,pine kernels;pignoli,pinjekärnor pine nuts,Till pesto,For pesto,year-round,ambient,g,premium,230,medium,draft,2024-12-07 00:00:00,2024-12-07 00:00:00,ai-claude,,1,0
pineapple,ananas,pineapple,fruit/exotic,"plant-based,vegan-friendly",ananasfrukt;ananas hel,,ananas;ananas hel;ananasfrukt;pineapple,Exotisk frukt.,Exotic fruit.,year-round,ambient,g,budget,34,medium,validated,2024-12-06 00:00:00,2024-12-06 00:00:00,ai-claude,,1,0
pineapple-dried,torkad ananas,dried pineapple,fruit/dried,"plant-based,processed,sulfites,vegan-friendly",ananas torkad,,ananas torkad;dried pineapple;torkad ananas,Torkad frukt.,Dried fruit.,year-round,ambient,g,medium,60,medium,draft,2024-12-06 00:00:00,2024-12-06 00:00:00,ai-claude,,1,0
pineapple-juice,ananasjuice,pineapple juice,other/beverage,"plant-based,vegan-friendly",ananassaft,pineapple juice,ananasjuice,Dryck.,Beverage.,year-round,ambient,ml,medium,48,low,validated,2025-12-13 00:00:00,2025-12-13 00:00:00,ai-claude,,1,0
pink-pepper,rosépeppar,pink peppercorns,spice/ground,"plant-based,vegan-friendly",rosépeppar rosa peppar,pink peppercorns,rosépeppar pink peppercorns,Mild och dekorativ,Mild and decorative,year-round,ambient,g,premium,130,high,validated,2024-12-06 00:00:00,2024-12-06 00:00:00,ai-claude,,1,0
pinto-beans-dried,torkade pintobönor,dried pinto beans,vegetable/legume,"needs-cooking,plant-based,vegan-friendly",pintobönor torra,dried pinto,torkadepintobonor,Kräver blötläggning,Requires soaking,year-round,ambient,g,medium,39,low,draft,2025-12-13 00:00:00,2025-12-13 00:00:00,ai-claude,,1,0
pistachio-butter,pistagecrème,pistachio butter,other/nut-seed/tree-nut,tree-nut,pistage smör;pistaschkräm,pistachio paste;pistachio cream,pistagecrème pistachio butter,Till bakning,For baking,year-round,ambient,g,premium,240,medium,draft,2024-12-07 00:00:00,2024-12-07 00:00:00,ai-claude,,1,0
pistachio-oil,pistascholja,pistachio oil,fat/oil,"plant-based,tree-nut,vegan-friendly",pistasch olja,pistachio oil,pistascholja pistachio oil,Exklusiv nötolja,Exclusive nut oil,year-round,ambient,ml,medium,90,medium,draft,2024-12-07 00:00:00,2024-12-07 00:00:00,ai-claude,,1,0
pistachios,pistagenötter,pistachios,other/nut-seed/tree-nut,"plant-based,tree-nut,vegan-friendly",pistage;pistaschnötter;saltade pistage,pistachio nuts;salted pistachios,pistagenötter pistachios,Gröna nötter,Green nuts,year-round,ambient,g,premium,170,medium,draft,2024-12-07 00:00:00,2024-12-07 00:00:00,ai-claude,,1,0
pita-bread,pitabröd,pita bread,grain/pasta-bread,"contains-gluten,plant-based,vegan-friendly",pita;mellabröd;brödficka,pita;pocket bread,pitabröd pita pocket,Bröd med ficka,Bread with pocket,year-round,ambient,st,medium,43,low,draft,2024-12-06 00:00:00,2024-12-06 00:00:00,ai-claude,,1,0
pizza-dough-ready,pizzadeg färdig,ready pizza dough,grain/pasta-bread,"contains-gluten,plant-based,processed,vegan-friendly",färdig pizzadeg;pizzabotten,pre-made pizza dough;pizza base,färdig pizzadeg;pizzabotten;pizzadeg fardig;pizzadeg färdig;ready pizza dough,Färdig pizzadeg att kavla ut och toppa,Pasta/bread (contains gluten).,year-round,refrigerated,st,medium,60,low,draft,2025-12-13 00:00:00,2024-12-14 00:00:00,ai-claude,,1,0
pizza-seasoning,pizzakrydda,pizza seasoning,spice/blend,"plant-based,vegan-friendly",pizzaörter,pizza herbs;pizza spice,pizzakrydda pizza seasoning örter,"Oregano, basilika, vitlök","Oregano, basil, garlic",year-round,ambient,g,medium,90,low,validated,2024-12-06 00:00:00,2024-12-06 00:00:00,ai-claude,,1,0
plaice,rödspätta,plaice,protein/seafood/fish,"animal-product,fish,needs-cooking,seafood",rödspättafilé,plaice fillet,rodspatta,Fisk. Förvaras kallt.,Fish.,year-round,refrigerated,g,premium,170,low,draft,2025-12-07 00:00:00,2025-12-07 00:00:00,ai-claude,,1,0
plant-butter,växtbaserat smör,plant butter,fat/solid,processed,veganskt smör;dairy-free smör;flora,vegan butter;dairy-free butter,växtbaserat smör vegan,Veganskt alternativ,Vegan alternative,year-round,refrigerated,g,medium,100,low,draft,2024-12-07 00:00:00,2024-12-07 00:00:00,ai-claude,,1,0
plantain,kokbanan,plantain,vegetable/fruit-veg,"needs-cooking,plant-based,vegan-friendly",matbanan;matoké;matbanan,cooking banana,kokbanan;plantain;matbanan,Stärkelserik banan som tillagas. Stek eller fritera.,Starchy banana that's cooked. Fry or deep-fry.,year-round,ambient,kg,medium,40,medium,draft,2025-12-06 00:00:00,2025-12-06 00:00:00,ai-batch,,1,0
plum,plommon,plum,fruit/stone,"plant-based,vegan-friendly",blå plommon;plommon;victoria;reine claude;victoriaplommon;opal;röda plommon;gula plommon,plums;blue plum;yellow plum;victoria plum,plommon plum,"Stenfrukt, många sorter","Stone fruit, many varieties",summer,refrigerated,st,medium,50,low,validated,2024-12-06 00:00:00,2024-12-06 00:00:00,ai-claude,,1,0
polenta,polenta,polenta,grain/whole,"plant-based,vegan-friendly",majsgryn;majsmjöl grovt;gul majsgryn,cornmeal;corn grits,polenta majsgryn,Grov majsprodukt,Coarse corn product,year-round,ambient,g,medium,41,low,validated,2024-12-06 00:00:00,2024-12-06 00:00:00,ai-claude,,1,0
pollock,sej,pollock,protein/seafood/fish,"animal-product,fish,needs-cooking,seafood",sejfilé;gråsej;blåsej,pollock fillet;saithe;coalfish,sej,Fisk. Förvaras kallt.,Fish.,year-round,refrigerated,g,premium,170,medium,draft,2025-12-07 00:00:00,2025-12-07 00:00:00,ai-claude,,1,0
pomegranate,granatäpple,pomegranate,fruit/exotic,"plant-based,vegan-friendly",granatäpplekärnor;granat,,granat;granatapple;granatäpple;granatäpplekärnor;pomegranate,Exotisk frukt.,Exotic fruit.,autumn,ambient,g,medium,45,medium,validated,2024-12-06 00:00:00,2024-12-06 00:00:00,ai-claude,,1,0
pomegranate-juice,granatäppeljuice,pomegranate juice,other/beverage,"plant-based,vegan-friendly",granatäpplesaft,pom juice,granatapplejuice,Dryck. Förvaras kallt.,Beverage.,year-round,refrigerated,ml,premium,110,low,validated,2025-12-13 00:00:00,2025-12-13 00:00:00,ai-claude,,1,0
pomelo,pomelo,pomelo,fruit/citrus,"plant-based,vegan-friendly",pomelo citrus;söt pomelo;pompelmus,,pomelo;pomelo citrus;pompelmus;söt pomelo,Citrusfrukt.,Citrus fruit.,winter,ambient,g,medium,50,medium,validated,2024-12-06 00:00:00,2024-12-06 00:00:00,ai-claude,,1,0
pompano,pompano,pompano,protein/seafood/fish,"animal-product,fish,needs-cooking,seafood",florida pompano,Florida pompano,pompano,Fisk. Förvaras fryst.,Fish.,year-round,frozen,g,premium,150,medium,draft,2025-12-07 00:00:00,2025-12-07 00:00:00,ai-claude,,1,0
pont-leveque,pont-l'évêque,pont-l'évêque,protein/dairy,"animal-product,contains-lactose,dairy",fransk normandieost,French soft cheese,pont-l'évêque,Mejeriprodukt. Förvaras kallt.,Dairy product.,year-round,refrigerated,g,medium,48,medium,draft,2025-12-07 00:00:00,2025-12-07 00:00:00,ai-claude,,1,0
ponzu,ponzu,ponzu,other/condiment,"contains-gluten,plant-based,soy,vegan-friendly",ponzusås;citrus sojasås,citrus soy sauce,ponzu citrus soja,Japansk citrussås,Japanese citrus sauce,year-round,ambient,ml,medium,70,low,draft,2024-12-07 00:00:00,2024-12-07 00:00:00,ai-claude,,1,0
popcorn-kernels,popcornmajs,popcorn kernels,grain/cereal,"plant-based,vegan-friendly",poppmajs; popcorn,popping corn,popcorn;majs,Flingor/müsli.,Cereal.,year-round,ambient,g,medium,50,low,validated,2025-12-13 00:00:00,2025-12-13 00:00:00,ai-batch,,1,0
poppy-seeds,vallmofrön,poppy seeds,spice/seed,"plant-based,vegan-friendly",vallmo blå vallmofrön,poppy seeds,vallmofrön poppy seeds,Till bröd och bakverk,For bread and pastries,year-round,ambient,g,premium,130,medium,validated,2024-12-06 00:00:00,2024-12-06 00:00:00,ai-claude,,1,0
pork-baby-back-ribs,ryggrevben fläsk,baby back ribs,protein/meat/pork,"animal-product,meat,needs-cooking,pork",loin back ribs;bakrevben,loin ribs;back ribs,babyback;ryggrev,Mörare och magrare än spare ribs. Premium BBQ-revben.,More tender and leaner than spare ribs. Premium BBQ ribs.,year-round,refrigerated,kg,medium,80,medium,draft,2025-12-06 00:00:00,2025-12-06 00:00:00,ai-batch,,1,0
pork-bacon,bacon,bacon,protein/meat/pork,"animal-product,meat,needs-cooking,pork,processed",sidfläsk rökt;frukostbacon,streaky bacon;rashers,bacon;frukostbacon,Krispigt stekt till frukost. Ger smak till rätter.,Crispy fried for breakfast. Adds flavor to dishes.,year-round,refrigerated,g,premium,120,medium,draft,2025-12-06 00:00:00,2025-12-06 00:00:00,ai-batch,,1,0
pork-bacon-smoked,rökt bacon,smoked bacon,protein/meat/pork,"animal-product,meat,needs-cooking,pork,processed",rökt sidfläsk,smoked streaky,roktbacon;smokybacon,Djupare smak än vanligt bacon. Rökt över trä.,Deeper flavor than regular bacon. Smoked over wood.,year-round,refrigerated,g,medium,100,medium,draft,2025-12-06 00:00:00,2025-12-06 00:00:00,ai-batch,,1,0
pork-belly,sidfläsk,pork belly,protein/meat/pork,"animal-product,meat,needs-cooking,pork",fläskbuk;buklapp;pork belly;fläsk;fläskkött,side pork;fresh bacon,flaskbuken;sidfläsk,Rik på fett. Blir krispig vid stekning. Används till bacon.,Rich in fat. Gets crispy when fried. Used for bacon.,year-round,refrigerated,kg,medium,70,medium,draft,2025-12-06 00:00:00,2025-12-06 00:00:00,ai-batch,,1,0
pork-belly-sliced,skivat sidfläsk,sliced pork belly,protein/meat/pork,"animal-product,meat,needs-cooking,pork",sidfläsk skivor;samgyeopsal,pork belly slices;Korean BBQ pork,sidfläsk;samgyupsal,Koreansk BBQ-favorit. Grillas vid bordet. Serveras med ssamjang.,Korean BBQ favorite. Grilled at table. Served with ssamjang.,year-round,refrigerated,kg,medium,80,medium,draft,2025-12-06 00:00:00,2025-12-06 00:00:00,ai-batch,,1,0
pork-blood,grisblod,pork blood,protein/meat/pork,"animal-product,meat,needs-cooking,pork",blod,blood,grisblod;blod,Används till blodpudding och blodkorv.,Used for blood pudding and blood sausage.,year-round,refrigerated,kg,medium,70,medium,draft,2025-12-06 00:00:00,2025-12-06 00:00:00,ai-batch,,1,0
pork-bratwurst,bratwurst,bratwurst,protein/meat/pork,"animal-product,meat,needs-cooking,pork,processed",tysk korv,German sausage;brat,bratwurst;grillkorv,Tysk grillkorv. Serveras med surkål och senap.,German grilled sausage. Served with sauerkraut and mustard.,year-round,refrigerated,kg,medium,100,medium,draft,2025-12-06 00:00:00,2025-12-06 00:00:00,ai-batch,,1,0
pork-chop,fläskkotlett,pork chop,protein/meat/pork,"animal-product,meat,needs-cooking,pork",kotlett;kotlettrad,pork cutlet;rib chop,flaskkotlett;kotlett,Saftig kotlett med ben. Grillas eller steks. Genomsteks.,Juicy chop with bone. Grill or pan-fry. Cook through.,year-round,refrigerated,kg,premium,110,medium,draft,2025-12-06 00:00:00,2025-12-06 00:00:00,ai-batch,,1,0
pork-chorizo,chorizo,chorizo,protein/meat/pork,"animal-product,meat,needs-cooking,nightshade,pork,processed",spansk korv;paprikakorv,Spanish sausage,chorizo;paprikakorv,Kryddig spansk korv. Ger smak till paella och tapas.,Spicy Spanish sausage. Adds flavor to paella and tapas.,year-round,refrigerated,g,medium,80,medium,draft,2025-12-06 00:00:00,2025-12-06 00:00:00,ai-batch,,1,0
pork-coppa,coppa,coppa,protein/meat/pork,"animal-product,meat,pork,processed",capocollo;koppaskinka,capocollo;capicola,coppa;capocollo,Italiensk lufttorkad nacke. Marmorerad och smakrik.,Italian air-dried neck. Marbled and flavorful.,year-round,refrigerated,g,premium,110,medium,draft,2025-12-06 00:00:00,2025-12-06 00:00:00,ai-batch,,1,0
pork-crackling,fläsksvål,pork crackling,protein/meat/pork,"animal-product,meat,needs-cooking,pork,processed",svål;chicharron,pork rind;chicharrones,flaksval;crackling,Krispig svål. Snacks eller topping. Friterad.,Crispy rind. Snack or topping. Deep fried.,year-round,refrigerated,g,medium,80,medium,draft,2025-12-06 00:00:00,2025-12-06 00:00:00,ai-batch,,1,0
pork-ear,grisöron,pig ear,protein/meat/pork,"animal-product,meat,needs-cooking,pork",öron,pig ears,grisoron,Krispig delikatess i asiatiskt kök. Kokas först sen steks.,Crispy delicacy in Asian cuisine. Boiled then fried.,year-round,refrigerated,kg,medium,90,medium,draft,2025-12-06 00:00:00,2025-12-06 00:00:00,ai-batch,,1,0
falukorv,falukorv,falukorv,protein/meat/pork,"animal-product,meat,needs-cooking,pork,processed",falu,Swedish sausage;falu sausage,falukorv;falu;korv,"Svensk klassiker. Strimlas, steks, grillas eller kokas. Barnfavorit.","Swedish classic sausage. Sliced, fried, grilled or boiled. Kids favorite.",year-round,refrigerated,kg,medium,80,medium,draft,2025-12-06 00:00:00,2025-12-06 00:00:00,ai-batch,,1,0
pork-ground,fläskfärs,ground pork,protein/meat/pork,"animal-product,meat,needs-cooking,pork",mald fläsk;fläskkött malet,minced pork;pork mince,flaskfars;malet,Fet och smakrik färs. Används i köttbullar och fyllningar.,Fatty and flavorful mince. Used in meatballs and fillings.,year-round,refrigerated,kg,medium,70,medium,draft,2025-12-06 00:00:00,2025-12-06 00:00:00,ai-batch,,1,0
pork-ground-lean,fläskfärs mager,lean ground pork,protein/meat/pork,"animal-product,meat,needs-cooking,pork",,,pork ground lean,Mager fläskfärs. Mindre fett än vanlig fläskfärs.,Lean ground pork. Less fat than regular pork mince.,year-round,refrigerated,kg,medium,75,medium,draft,2025-12-06 00:00:00,2025-12-06 00:00:00,ai-batch,,1,0
pork-guanciale,guanciale,guanciale,protein/meat/pork,"animal-product,meat,needs-cooking,pork,processed",griskind;käkkött,pork jowl;cheek bacon,guanciale;griskind,Grisens kind. Autentiskt för carbonara och amatriciana.,Pork cheek. Authentic for carbonara and amatriciana.,year-round,refrigerated,g,medium,80,medium,draft,2025-12-06 00:00:00,2025-12-06 00:00:00,ai-batch,,1,0
pork-ham,skinka,ham,protein/meat/pork,"animal-product,meat,needs-cooking,pork,processed",fläskskinka;helskinka,leg of pork;fresh ham,skinka;flaskskinka,Helsteks till jul och påsk. Kan saltas och rökas.,Roasted whole for holidays. Can be cured and smoked.,year-round,refrigerated,kg,premium,110,medium,draft,2025-12-06 00:00:00,2025-12-06 00:00:00,ai-batch,,1,0
pork-ham-smoked,rökt skinka,smoked ham,protein/meat/pork,"animal-product,meat,pork,processed",kokt skinka,cured ham;cooked ham,roktskinka;julskinka,Klassisk julskinka. Kan ätas direkt eller värmas.,Classic Christmas ham. Can be eaten directly or heated.,year-round,refrigerated,kg,premium,110,medium,draft,2025-12-06 00:00:00,2025-12-06 00:00:00,ai-batch,,1,0
pork-hock,fläsklägg med ben,pork hock,protein/meat/pork,"animal-product,meat,needs-cooking,pork",lägg;schweinshaxe,knuckle;shank,flasklagg;haxe,Klassisk tysk rätt. Kokas eller grädds till mör.,Classic German dish. Boiled or roasted until tender.,year-round,refrigerated,kg,medium,70,medium,draft,2025-12-06 00:00:00,2025-12-06 00:00:00,ai-batch,,1,0
pork-hot-dog,varmkorvsbröd,hot dog sausage,protein/meat/pork,"animal-product,contains-gluten,meat,needs-cooking,pork,processed",,frankfurter;wiener,varmkorv;hotdog,Klassisk till korvbröd. Kokas eller grillas.,Classic for buns. Boiled or grilled.,year-round,refrigerated,kg,medium,70,medium,draft,2025-12-06 00:00:00,2025-12-06 00:00:00,ai-batch,,1,0
pork-isterband,isterband,isterband,protein/meat/pork,"animal-product,meat,needs-cooking,pork,processed",småländsk korv,Swedish barley sausage,isterband;smaland;korv,Småländsk korv med korn. Syrlig smak. Steks och serveras med stuvade makaroner.,"Småland sausage with barley. Tangy flavor. Fried, served with creamed macaroni.",year-round,refrigerated,kg,premium,110,medium,draft,2025-12-06 00:00:00,2025-12-06 00:00:00,ai-batch,,1,0
pork-italian-sausage,italiensk korv,italian sausage,protein/meat/pork,"animal-product,meat,needs-cooking,pork,processed",salsiccia;fenkorvkorv,salsiccia;sweet sausage,salsiccia;italienskkorv,Kryddad med fänkål. Mild eller het variant.,Seasoned with fennel. Sweet or hot variety.,year-round,refrigerated,kg,medium,60,medium,draft,2025-12-06 00:00:00,2025-12-06 00:00:00,ai-batch,,1,0
pork-kassler,kassler,kassler,protein/meat/pork,"animal-product,meat,needs-cooking,pork,processed",kasslerstek;rökt fläskkarré,smoked pork loin;kassler roast,kassler;röktkött,"Rökt fläskkarré. Helsteks, skivas eller tärnas. Klassisk till rotmos.","Smoked pork loin. Roasted whole, sliced or diced. Classic Swedish dish.",year-round,refrigerated,kg,medium,70,medium,draft,2025-12-06 00:00:00,2025-12-06 00:00:00,ai-batch,,1,0
pork-kidney,grisnjure,pork kidney,protein/meat/pork,"animal-product,meat,needs-cooking,pork",njure,kidney,grisnjure;njure,Används i traditionella rätter. Blötläggs före tillagning.,Used in traditional dishes. Soaked before cooking.,year-round,refrigerated,kg,medium,80,medium,draft,2025-12-06 00:00:00,2025-12-06 00:00:00,ai-batch,,1,0
pork-liver,fläsklever,pork liver,protein/meat/pork,"animal-product,meat,needs-cooking,pork",lever,liver,flasklever;lever,Används till leverpastej och paté. Mildare än nötlever.,Used for liver pâté. Milder than beef liver.,year-round,refrigerated,kg,medium,80,medium,draft,2025-12-06 00:00:00,2025-12-06 00:00:00,ai-batch,,1,0
pork-loin,fläskkarre,pork loin,protein/meat/pork,"animal-product,meat,needs-cooking,pork",karre;fläskrygg,loin roast;center cut,flaskkarre;karre,Mör ryggdel. Helsteks i ugn eller skivad.,Tender back portion. Roast whole or sliced.,year-round,refrigerated,kg,medium,100,medium,draft,2025-12-06 00:00:00,2025-12-06 00:00:00,ai-batch,,1,0
pork-mortadella,mortadella,mortadella,protein/meat/pork,"animal-product,meat,pork,processed",bolognakorv,bologna;Italian deli meat,mortadella;bologna,Italiensk skivad korvtyp med pistage. Smörig textur.,Italian sliced sausage with pistachios. Buttery texture.,year-round,refrigerated,g,medium,80,medium,draft,2025-12-06 00:00:00,2025-12-06 00:00:00,ai-batch,,1,0
pork-nduja,nduja,nduja,protein/meat/pork,"animal-product,is-spicy,meat,pork,processed",bredbar korv,spreadable salami,nduja;bredbarkorv,Kryddig bredbar kalabresisk korv. Het och smakrik.,Spicy spreadable Calabrian sausage. Hot and flavorful.,year-round,refrigerated,g,medium,60,medium,draft,2025-12-06 00:00:00,2025-12-06 00:00:00,ai-batch,,1,0
pork-neck,fläsknacke,pork neck,protein/meat/pork,"animal-product,meat,needs-cooking,pork",nacke;nackfläsk,collar;neck fillet,flasknacke;nackbit,Marmorerad och saftig. Utmärkt för grillning.,Marbled and juicy. Excellent for grilling.,year-round,refrigerated,kg,medium,70,medium,draft,2025-12-06 00:00:00,2025-12-06 00:00:00,ai-batch,,1,0
pork-pancetta,pancetta,pancetta,protein/meat/pork,"animal-product,meat,needs-cooking,pork,processed",italienskt bacon;buklapp saltad,Italian bacon;cured belly,pancetta,Italienskt lufttorkat sidfläsk. Används i pasta och såser.,Italian air-dried pork belly. Used in pasta and sauces.,year-round,refrigerated,g,medium,80,medium,draft,2025-12-06 00:00:00,2025-12-06 00:00:00,ai-batch,,1,0
pork-pepperoni,pepperoni,pepperoni,protein/meat/pork,"animal-product,meat,needs-cooking,nightshade,pork,processed",pizzakorv;pepperonikorv,pizza pepperoni,pepperoni;pizza,Kryddig korv för pizza. Blir krispig i ugn.,Spicy sausage for pizza. Gets crispy in oven.,year-round,refrigerated,g,medium,90,medium,draft,2025-12-06 00:00:00,2025-12-06 00:00:00,ai-batch,,1,0
cocktail-sausages,prinskorv,cocktail sausages,protein/meat/pork,"animal-product,meat,needs-cooking,pork,processed",småkorv,small sausages;party sausages,prinskorv;julkorv;smakorv,Små korvar till jul och fest. Steks eller kokas. Serveras med senap.,Small sausages for Christmas and parties. Fried or boiled.,year-round,refrigerated,kg,medium,50,medium,draft,2025-12-06 00:00:00,2025-12-06 00:00:00,ai-batch,,1,0
pork-prosciutto,prosciutto,prosciutto,protein/meat/pork,"animal-product,meat,pork,processed",parmaskinka;lufttorkad skinka,Parma ham;dry-cured ham,prosciutto;parmaskinka,Italiensk lufttorkad skinka. Äts rå. Smälter på tungan.,Italian air-dried ham. Eaten raw. Melts on tongue.,year-round,refrigerated,g,medium,60,medium,draft,2025-12-06 00:00:00,2025-12-06 00:00:00,ai-batch,,1,0
pork-pulled,pulled pork,pulled pork,protein/meat/pork,"animal-product,meat,needs-cooking,pork,processed",,,pork pulled,"Långkokt, riven fläskbog. Serveras i bröd eller tacos.","Slow-cooked, shredded pork shoulder. Served in buns or tacos.",year-round,refrigerated,kg,medium,70,medium,draft,2025-12-06 00:00:00,2025-12-06 00:00:00,ai-batch,,1,0
pork-ribs,fläskrevben,pork ribs,protein/meat/pork,"animal-product,meat,needs-cooking,pork",spare ribs,spare ribs;baby back ribs,revben;spareribs,BBQ-klassiker. Marineras och grillas eller ugnsgrädds.,BBQ classic. Marinated and grilled or oven roasted.,year-round,refrigerated,kg,medium,80,medium,draft,2025-12-06 00:00:00,2025-12-06 00:00:00,ai-batch,,1,0
pork-salami,salami,salami,protein/meat/pork,"animal-product,meat,pork,processed",salamikorv;torr korv,dry sausage;cured sausage,salami;torrkorv,Lufttorkad korv. Skivad till smörgåsar och antipasto.,Air-dried sausage. Sliced for sandwiches and antipasto.,year-round,refrigerated,g,premium,110,medium,draft,2025-12-06 00:00:00,2025-12-06 00:00:00,ai-batch,,1,0
pork-sausage,fläskkorv,pork sausage,protein/meat/pork,"animal-product,meat,needs-cooking,pork,processed",,sausage;banger,flaskkorv;korv,Klassisk korv för grillning och stekning.,Classic sausage for grilling and frying.,year-round,refrigerated,kg,medium,90,medium,draft,2025-12-06 00:00:00,2025-12-06 00:00:00,ai-batch,,1,0
pork-serrano,serranoskinka,serrano ham,protein/meat/pork,"animal-product,meat,pork,processed",spansk skinka;jamon,jamon serrano;Spanish ham,serrano;jamon,Spansk lufttorkad skinka. Lagrad 12-18 månader.,Spanish air-dried ham. Aged 12-18 months.,year-round,refrigerated,g,premium,140,medium,draft,2025-12-06 00:00:00,2025-12-06 00:00:00,ai-batch,,1,0
pork-shoulder,fläskbog,pork shoulder,protein/meat/pork,"animal-product,meat,needs-cooking,pork",bogbit;pulled pork-kött,Boston butt;pork butt,flaskbog;pulledpork,Perfekt för pulled pork. Långkokas till mörhet.,Perfect for pulled pork. Slow cooked until tender.,year-round,refrigerated,kg,medium,90,medium,draft,2025-12-06 00:00:00,2025-12-06 00:00:00,ai-batch,,1,0
pork-tenderloin,fläskfilé,pork tenderloin,protein/meat/pork,"animal-product,meat,needs-cooking,pork",innerfilé;fläskinnerfilé;fläskfile;flaskfile,pork fillet;tenderloin,flaskfile;innerfile,Möraste biten på gris. Mager och snabbtillagad.,Most tender pork cut. Lean and quick cooking.,year-round,refrigerated,kg,medium,90,medium,draft,2025-12-06 00:00:00,2025-12-06 00:00:00,ai-batch,,1,0
pork-tenderloin-outer,fläskytterfilé,pork tenderloin outer,protein/meat/pork,"animal-product,meat,needs-cooking,pork",ytterfilé;fläskytterfile;ytterfile;fläsk ytterfilé,pork outer tenderloin;outer tenderloin,ytterfile;flaskytterfile,Yttre del av fläskfilé. Magrare och lite fastare än innerfilén. Populär i vardagsrecept.,Outer part of pork tenderloin. Leaner and slightly firmer than inner tenderloin.,year-round,refrigerated,g,medium,60,medium,verified,2025-12-06 00:00:00,2025-12-06 00:00:00,ai-claude,system,1,0
pork-trotter,grisfötter,pig trotter,protein/meat/pork,"animal-product,meat,needs-cooking,pork",fötter;kroketter,pig feet;pettitoes,grisfotter;fotter,Rik på gelatin. Långkokas för buljong och rätter.,Rich in gelatin. Slow cooked for broth and dishes.,year-round,refrigerated,kg,medium,90,medium,draft,2025-12-06 00:00:00,2025-12-06 00:00:00,ai-batch,,1,0
wiener-sausage,wienerkorv,wiener sausage,protein/meat/pork,"animal-product,meat,needs-cooking,pork,processed",varmkorv,hot dog;frankfurter,wienerkorv;varmkorv;hotdog,Klassisk varmkorv. Kokas eller grillas. Serveras i bröd med tillbehör.,Classic hot dog sausage. Boiled or grilled. Served in bun with toppings.,year-round,refrigerated,kg,medium,80,medium,draft,2025-12-06 00:00:00,2025-12-06 00:00:00,ai-batch,,1,0
porridge-mix,grötmix,porridge mix,grain/cereal,"contains-gluten,plant-based,vegan-friendly",snabbgröt;gröt på burk;pulvergröt,instant porridge,grötmix snabbgröt porridge,Snabblagad gröt,Quick porridge,year-round,ambient,g,medium,60,low,draft,2024-12-06 00:00:00,2024-12-06 00:00:00,ai-claude,,1,0
port-wine,portvin,port wine,other/beverage,"contains-alcohol,plant-based,sulfites,vegan-friendly",porto;ruby port;tawny port,port;Porto,portvin,Dryck.,Beverage.,year-round,ambient,ml,medium,60,low,draft,2025-12-13 00:00:00,2025-12-13 00:00:00,ai-claude,,1,0
potato,potatis,potato,vegetable/root,"needs-cooking,nightshade,plant-based,vegan-friendly",koktpotatis;potatismos;potatisar,baked potato;boiled potato;mashed potato,potatoe;pottatis,Grundläggande svensk mat. Hög i stärkelse. Måste kokas. Lagras mörkt och svalt.,Staple in Swedish cuisine. High in starch. Must be cooked. Store dark and cool.,autumn,ambient,kg,budget,15,low,verified,2025-12-06 00:00:00,2025-12-06 00:00:00,Malin,system,0,0
potato-baking,bakpotatis,baking potato,vegetable/root,"needs-cooking,nightshade,plant-based,vegan-friendly",ugnsrostad potatis;stor potatis,baked potato;jacket potato,bakpotatis;stor potatis,Stor mjölig potatis för ugnsbak. Fyll med valfritt!,Large floury potato for baking. Fill with anything!,year-round,ambient,st,budget,14,low,draft,2025-12-06 00:00:00,2025-12-06 00:00:00,ai-batch,,1,0
potato-croquettes-frozen,potatiskroketter frysta,frozen potato croquettes,vegetable/root,"needs-cooking,nightshade,plant-based,processed,vegan-friendly",kroketter frysta,frozen croquettes,potatiskroketter;kroketter,Krispiga potatiskroketter. Friteras eller ugn.,Crispy potato croquettes. Deep-fry or oven.,year-round,frozen,bag,budget,11,low,draft,2025-12-06 00:00:00,2025-12-06 00:00:00,ai-batch,,1,0
